11040	
	-0.6	-0.5473684211	-0.4947368421	-0.4421052632	-0.3894736842
	-0.3368421053	-0.2842105263	-0.2315789474	-0.1789473684	-0.1263157895
	-0.1263157895	-0.1789473684	-0.2315789474	-0.2842105263	-0.3368421053
	-0.3894736842	-0.4421052632	-0.4947368421	-0.5473684211	-0.6
	-0.5473684211	-0.4947368421	-0.4421052632	-0.3894736842	-0.3368421053
	-0.2842105263	-0.2315789474	-0.1789473684	-0.1263157895	-0.07368421053
	-0.07368421053	-0.1263157895	-0.1789473684	-0.2315789474	-0.2842105263
	-0.3368421053	-0.3894736842	-0.4421052632	-0.4947368421	-0.5473684211
	-0.4947368421	-0.4421052632	-0.3894736842	-0.3368421053	-0.2842105263
	-0.2315789474	-0.1789473684	-0.1263157895	-0.07368421053	-0.02105263158
	-0.02105263158	-0.07368421053	-0.1263157895	-0.1789473684	-0.2315789474
	-0.2842105263	-0.3368421053	-0.3894736842	-0.4421052632	-0.4947368421
	-0.4421052632	-0.3894736842	-0.3368421053	-0.2842105263	-0.2315789474
	-0.1789473684	-0.1263157895	-0.07368421053	-0.02105263158	0.03157894737
	0.03157894737	-0.02105263158	-0.07368421053	-0.1263157895	-0.1789473684
	-0.2315789474	-0.2842105263	-0.3368421053	-0.3894736842	-0.4421052632
	-0.3894736842	-0.3368421053	-0.2842105263	-0.2315789474	-0.1789473684
	-0.1263157895	-0.07368421053	-0.02105263158	0.03157894737	0.08421052632
	0.08421052632	0.03157894737	-0.02105263158	-0.07368421053	-0.1263157895
	-0.1789473684	-0.2315789474	-0.2842105263	-0.3368421053	-0.3894736842
	-0.3368421053	-0.2842105263	-0.2315789474	-0.1789473684	-0.1263157895
	-0.07368421053	-0.02105263158	0.03157894737	0.08421052632	0.1368421053
	0.1368421053	0.08421052632	0.03157894737	-0.02105263158	-0.07368421053
	-0.1263157895	-0.1789473684	-0.2315789474	-0.2842105263	-0.3368421053
	-0.2842105263	-0.2315789474	-0.1789473684	-0.1263157895	-0.07368421053
	-0.02105263158	0.03157894737	0.08421052632	0.1368421053	0.1894736842
	0.1894736842	0.1368421053	0.08421052632	0.03157894737	-0.02105263158
	-0.07368421053	-0.1263157895	-0.1789473684	-0.2315789474	-0.2842105263
	-0.2315789474	-0.1789473684	-0.1263157895	-0.07368421053	-0.02105263158
	0.03157894737	0.08421052632	0.1368421053	0.1894736842	0.2421052632
	0.2421052632	0.1894736842	0.1368421053	0.08421052632	0.03157894737
	-0.02105263158	-0.07368421053	-0.1263157895	-0.1789473684	-0.2315789474
	-0.1789473684	-0.1263157895	-0.07368421053	-0.02105263158	0.03157894737
	0.08421052632	0.1368421053	0.1894736842	0.2421052632	0.2947368421
	0.2947368421	0.2421052632	0.1894736842	0.1368421053	0.08421052632
	0.03157894737	-0.02105263158	-0.07368421053	-0.1263157895	-0.1789473684
	-0.1263157895	-0.07368421053	-0.02105263158	0.03157894737	0.08421052632
	0.1368421053	0.1894736842	0.2421052632	0.2947368421	0.3473684211
	0.3473684211	0.2947368421	0.2421052632	0.1894736842	0.1368421053
	0.08421052632	0.03157894737	-0.02105263158	-0.07368421053	-0.1263157895
	-0.1263157895	-0.07368421053	-0.02105263158	0.03157894737	0.08421052632
